lot,wafer,step,tool_id,cd_nm,overlay_nm,film_A,defect_count,defect_density
lot_001,wafer_01,gate_etch,ETCH-G01,45.58201250382763,1.2508149268356368,523.7641518640437,14,0.13431611463058973
lot_001,wafer_01,contact_etch,ETCH-C01,47.46626604479413,1.609130856724477,501.74978967563874,12,0.11353577131055781
lot_001,wafer_01,m1_litho,LITHO-M1,45.110256839858394,2.3483010952617334,523.4821852826275,8,0.07920077817369935
lot_001,wafer_01,m1_etch,ETCH-M1,46.358013077138395,2.3157821355382993,519.9786560802421,13,0.12295077061963772
lot_001,wafer_01,cmp,CMP-01,45.157328881732724,1.693124467003165,518.3937888609986,8,0.08274521163634431
lot_001,wafer_02,gate_etch,ETCH-G01,45.35117783109316,2.607876084057262,509.8012988815717,13,0.11714978292721684
lot_001,wafer_02,contact_etch,ETCH-C01,45.79437179231306,1.8881671191623706,495.8052772190428,12,0.11352783179834643
lot_001,wafer_02,m1_litho,LITHO-M1,46.222654404976346,2.062506944962347,535.2051299825056,11,0.1069718998825721
lot_001,wafer_02,m1_etch,ETCH-M1,46.13020724101473,1.3515690757115082,518.0296776159502,16,0.15097589865002708
lot_001,wafer_02,cmp,CMP-01,46.89529213299975,1.5308990078063327,508.4701062114252,20,0.21060516982202757
lot_001,wafer_03,gate_etch,ETCH-G01,47.528880998612074,1.4374370804943999,513.3950166877813,10,0.10199701113971538
lot_001,wafer_03,contact_etch,ETCH-C01,43.33129585395338,2.5983046148722693,504.7536561032528,8,0.08952181241814941
lot_001,wafer_03,m1_litho,LITHO-M1,44.78205849956026,0.8836231081141073,509.6984308722982,12,0.11989320707077261
lot_001,wafer_03,m1_etch,ETCH-M1,46.129422457860706,2.1545059064788563,518.0580317689595,11,0.10670319747147221
lot_001,wafer_03,cmp,CMP-01,45.00765314327826,2.339573968670404,506.1860525538932,9,0.09777362973514618
lot_001,wafer_04,gate_etch,ETCH-G01,45.877038538114654,1.7554048250056264,519.2061941059362,7,0.07167182012712864
lot_001,wafer_04,contact_etch,ETCH-C01,47.23749356825201,1.1633374439965753,506.51201682876933,10,0.08634998838874391
lot_001,wafer_04,m1_litho,LITHO-M1,46.724734652368724,2.865178290235946,512.8451382871035,8,0.07945108872508314
lot_001,wafer_04,m1_etch,ETCH-M1,47.20193249349206,1.7077092023159848,515.4240514402873,15,0.14906525205529672
lot_001,wafer_04,cmp,CMP-01,45.794046642865304,0.9101747755075711,516.9348089384674,12,0.11910895163796563
lot_001,wafer_05,gate_etch,ETCH-G01,45.6798307758655,2.266534991495957,519.2097910364872,13,0.12805943650208612
lot_001,wafer_05,contact_etch,ETCH-C01,44.47037084072652,1.3855562121377676,511.9620498132238,14,0.1377863303883336
lot_001,wafer_05,m1_litho,LITHO-M1,46.5104767172121,3.4177834251551316,504.5814046870203,13,0.1308311902836727
lot_001,wafer_05,m1_etch,ETCH-M1,44.60531228764508,1.803127886453619,506.2701438620441,2,0.0271756651734016
lot_001,wafer_05,cmp,CMP-01,46.03822032188641,1.8078187909768944,523.866740795191,6,0.0557467392940194
lot_001,wafer_06,gate_etch,ETCH-G01,46.45109568641063,2.059957309582137,502.13969746335385,13,0.13133846485110542
lot_001,wafer_06,contact_etch,ETCH-C01,46.33251386394173,2.258017596421732,518.2771604012906,12,0.1267803706324251
lot_001,wafer_06,m1_litho,LITHO-M1,44.95170624679824,2.123920248616629,497.1177770284603,15,0.14327614669760275
lot_001,wafer_06,m1_etch,ETCH-M1,47.171453489431194,2.3001124883596664,525.2813649026609,8,0.07577112325030859
lot_001,wafer_06,cmp,CMP-01,47.27819469674786,1.285889293717517,527.9442219259994,13,0.13412388735810155
lot_001,wafer_07,gate_etch,ETCH-G01,46.94992546780824,0.17732236964090964,506.425924588178,2,0.02229895205145896
lot_001,wafer_07,contact_etch,ETCH-C01,45.72404472213783,2.389793873995196,522.1603536827324,10,0.08836086267039911
lot_001,wafer_07,m1_litho,LITHO-M1,44.905000017772146,2.274013903836865,518.0030020848278,13,0.14560299647000358
lot_001,wafer_07,m1_etch,ETCH-M1,47.49151990704549,2.6723264859141973,505.57385252676306,7,0.07706175763237212
lot_001,wafer_07,cmp,CMP-01,44.791669026687586,2.676610563515726,503.4640235732414,6,0.056775121101645565
lot_001,wafer_08,gate_etch,ETCH-G01,44.63533293628676,1.7511123101748476,506.1565247124134,10,0.0998198569610565
lot_001,wafer_08,contact_etch,ETCH-C01,46.84595834770274,3.11002954269097,511.8573093701316,6,0.054727243367123646
lot_001,wafer_08,m1_litho,LITHO-M1,47.55269847272955,1.9485405450924251,507.4936548825443,6,0.0710177888208091
lot_001,wafer_08,m1_etch,ETCH-M1,46.003073161271566,2.7710102288883096,512.0809064177053,7,0.06891658920196739
lot_001,wafer_08,cmp,CMP-01,46.28212066549525,2.027647945246447,511.4938124095692,6,0.0641156787209409
lot_001,wafer_09,gate_etch,ETCH-G01,47.92104805993923,1.0962043137331396,508.5533941321691,10,0.11089208891158026
lot_001,wafer_09,contact_etch,ETCH-C01,45.88798536467337,1.4532937755132511,511.2140915375826,11,0.10972128936205633
lot_001,wafer_09,m1_litho,LITHO-M1,46.36780173617265,1.2835638699302556,514.3176817648293,9,0.08613597316730807
lot_001,wafer_09,m1_etch,ETCH-M1,47.1672048635178,1.5066893461063224,507.5469512574746,11,0.10344767262646061
lot_001,wafer_09,cmp,CMP-01,45.602819944231015,1.83296146901605,511.0324377817313,3,0.03494684226973997
lot_001,wafer_10,gate_etch,ETCH-G01,45.64492780834718,1.2203454826212543,499.4063279387084,8,0.08145938742784863
lot_001,wafer_10,contact_etch,ETCH-C01,46.374332971739044,1.1805206810436883,502.8619581013502,9,0.08861676210914277
lot_001,wafer_10,m1_litho,LITHO-M1,47.15661448802205,2.1443790244571184,510.11448578048305,7,0.06975828056046354
lot_001,wafer_10,m1_etch,ETCH-M1,48.05946044062832,2.731972866839718,517.3232320092859,5,0.05337218066113406
lot_001,wafer_10,cmp,CMP-01,45.04331324136861,2.1466005247807036,511.43227555263667,5,0.05916707205489728
lot_001,wafer_11,gate_etch,ETCH-G01,47.886534818172215,2.251233886823097,492.63142993675285,4,0.04366488915550223
lot_001,wafer_11,contact_etch,ETCH-C01,46.23356326729671,2.3295957274405814,510.80515954492165,5,0.0644635287264402
lot_001,wafer_11,m1_litho,LITHO-M1,43.86160725368407,2.6608392344854757,512.8729352364873,14,0.13881120890976967
lot_001,wafer_11,m1_etch,ETCH-M1,46.96711140294693,3.0085012206680553,514.6513672139753,11,0.10899487913142256
lot_001,wafer_11,cmp,CMP-01,44.502950027582564,1.9608617685159366,508.5152399943368,15,0.14627533944934734
lot_001,wafer_12,gate_etch,ETCH-G01,45.98135966445666,1.2720124841538207,514.1550181706697,14,0.14219304738741984
lot_001,wafer_12,contact_etch,ETCH-C01,46.24145738538825,2.795588546312917,529.1202881134766,9,0.0925759594902286
lot_001,wafer_12,m1_litho,LITHO-M1,45.84821541358376,2.6934784559795966,511.94103219148303,12,0.12291583023659844
lot_001,wafer_12,m1_etch,ETCH-M1,46.71588743108409,2.8739497868740997,500.94358513711035,5,0.05317160717785822
lot_001,wafer_12,cmp,CMP-01,45.53533063446718,1.4570870175887225,507.23638238167126,9,0.0963254337520494
lot_001,wafer_13,gate_etch,ETCH-G01,46.28571665825692,1.7714346852889469,525.8824189918826,10,0.0960194597463786
lot_001,wafer_13,contact_etch,ETCH-C01,45.71030298344218,0.9333264242336148,510.7774637814275,13,0.12390895829545916
