lot,wafer,site,x,y,radius,vtn_mV,vtp_mV,idsat_uA,ioff_nA,rc_ohm,rs_ohm,rosc_MHz
lot_001,wafer_01,S00,0.0,0.0,0.05,306.03917865396846,-284.62158567429765,608.8420656382723,1.1337968499364734,21.180793101935876,16.75248226264,1979.690459575998
lot_001,wafer_01,S01,0.45,0.0,0.45,286.21206974369585,-317.39239901384394,628.9172948973047,1.2214604122083819,20.70230890063744,16.28560857930708,1973.5991260236747
lot_001,wafer_01,S02,0.22500000000000006,0.3897114317029974,0.45,307.31322659265356,-313.602739745401,605.3419550319359,0.5513439498852613,20.39731553103608,14.697203702386544,1975.0640612520879
lot_001,wafer_01,S03,-0.2249999999999999,0.38971143170299744,0.45,299.8376839921962,-309.5176930400378,658.1336461118804,0.8301592477713171,23.343841403143557,16.30756734382774,2014.2092460252834
lot_001,wafer_01,S04,-0.45,5.5109105961630896e-17,0.45,318.9713133534339,-294.3873879742781,627.5681081733459,1.2935231993195029,19.38964064874008,15.8439315984138,2099.108669416884
lot_001,wafer_01,S05,-0.2250000000000002,-0.3897114317029973,0.45,303.5205285093697,-307.3041143676383,601.76081396957,0.8081374772287302,20.306471592027062,16.516728157984012,2030.2907125301638
lot_001,wafer_01,S06,0.22500000000000006,-0.3897114317029974,0.45,288.3637884386259,-289.4556621281474,656.09937710985,0.8903953907799431,21.967385669693506,16.836456274523506,2044.6698901850366
lot_001,wafer_01,S07,0.692820323027551,0.39999999999999997,0.8,275.2187145072178,-292.94699045167465,618.5846709946654,1.0258952060694777,18.227597171767506,18.249835036523955,1990.8106734908492
lot_001,wafer_01,S08,4.898587196589413e-17,0.8,0.8,310.99215305719576,-288.7016122703801,617.3836507895015,1.0380099395461513,22.34728641134752,13.33652620248435,1960.4104867272008
lot_001,wafer_01,S09,-0.6928203230275508,0.4000000000000003,0.8,297.91996103447997,-287.8064159956893,607.8460843268872,1.205835062900323,19.558925551223602,13.227392631519322,1995.584118390285
lot_001,wafer_01,S10,-0.6928203230275511,-0.3999999999999998,0.8,292.1318039989891,-296.83925851811824,589.6986019572481,1.0934019225715501,20.7360148329591,14.372409692231528,1965.1601355315127
lot_001,wafer_01,S11,-1.4695761589768238e-16,-0.8,0.8,292.6357457618834,-315.031734198629,627.6111733994077,0.6972990822674672,18.679696223268365,13.998561487890997,2047.3290802210095
lot_001,wafer_01,S12,0.6928203230275511,-0.39999999999999974,0.8,295.6038582416274,-298.9317231239308,606.950918536587,1.347642309860071,23.63772688129677,15.689653382836854,2006.129645883968
lot_001,wafer_02,S00,0.0,0.0,0.05,314.31305600580987,-297.1987974120254,621.119747532661,1.0619406269531129,20.702378730283076,13.461344774570671,2009.1618794671517
