lot,wafer,site,x,y,radius,vtn_mV,vtp_mV,idsat_uA,ioff_nA,rc_ohm,rs_ohm,rosc_MHz
lot_001,wafer_01,S00,0.0,0.0,0.05,304.2924191605983,-293.51946156871804,661.762128216974,0.920749071805,19.2009013426484,13.942095453277759,2020.0193312337035
lot_001,wafer_01,S01,0.45,0.0,0.45,311.7413118442973,-299.1850535596107,603.6169486992308,0.8392261629402082,21.014924749006532,15.966230422564475,2017.652513719919
lot_001,wafer_01,S02,0.22500000000000006,0.3897114317029974,0.45,293.0786990441976,-295.5855222401061,622.2753732782442,1.0426442763621575,21.359428893599176,15.290674213407087,2022.0646907998366
lot_001,wafer_01,S03,-0.2249999999999999,0.38971143170299744,0.45,300.7028223226845,-294.9931582536242,632.3101204038516,0.7158546151281451,19.50131290248261,14.388515549419365,1979.2364699320915
lot_001,wafer_01,S04,-0.45,5.5109105961630896e-17,0.45,297.1385205872425,-282.4526103631623,603.1162932439818,1.1888142791453387,17.374723156279344,14.564649461018492,2005.2894746159127
lot_001,wafer_01,S05,-0.2250000000000002,-0.3897114317029973,0.45,306.0967122461365,-290.6032435701543,635.4702710863985,0.9319986109115547,19.278731203443275,16.115368645634298,1993.7826094413474
lot_001,wafer_01,S06,0.22500000000000006,-0.3897114317029974,0.45,286.7328622372856,-309.7861870256362,602.0706804229686,1.096946345090484,20.22218414827008,15.8976309602881,1986.1142889940627
lot_001,wafer_01,S07,0.692820323027551,0.39999999999999997,0.8,301.6488127871978,-291.4938599027397,613.9677424754553,1.0890711713236954,18.967395531936024,14.528029999465407,1987.5935184450543
lot_001,wafer_01,S08,4.898587196589413e-17,0.8,0.8,287.563267685874,-292.93548619982994,610.8466543660469,1.002436353151899,20.74996478789322,15.580490528838927,2021.6250160416155
lot_001,wafer_01,S09,-0.6928203230275508,0.4000000000000003,0.8,298.975750961102,-302.4023024452592,618.4454948873253,0.6709697853781842,17.742504543019983,13.280490503939276,1967.589478102952
lot_001,wafer_01,S10,-0.6928203230275511,-0.3999999999999998,0.8,304.15765195792375,-307.41698217574464,612.6258301962318,1.2533495180682828,19.444228205144174,15.958770239007212,1969.657425399679
lot_001,wafer_01,S11,-1.4695761589768238e-16,-0.8,0.8,297.86344939817667,-307.8802293710701,613.388855019939,1.1638600868041922,17.305380139819935,15.564750736609614,2007.726407075799
lot_001,wafer_01,S12,0.6928203230275511,-0.39999999999999974,0.8,293.82084046075335,-313.0390016856399,621.4065254004205,0.8967489217325585,20.36297488971334,15.028407789180475,2052.0578139679296
lot_001,wafer_02,S00,0.0,0.0,0.05,286.6108051547501,-309.40657001592825,655.8198138022656,1.5664880980018794,18.172356059032467,14.52127635617556,2011.1005554055666
lot_001,wafer_02,S01,0.45,0.0,0.45,317.9784555018182,-308.26331361565366,615.2170820041289,1.15158082733204,20.678235076167926,14.51099710740087,1995.6507536532288
lot_001,wafer_02,S02,0.22500000000000006,0.3897114317029974,0.45,285.7010835929522,-300.4770069373365,614.8054439448254,1.04527312847712,19.133689538642336,15.61300007930868,2032.9132640791445
lot_001,wafer_02,S03,-0.2249999999999999,0.38971143170299744,0.45,301.616465007752,-294.3417333526483,621.0365292777684,1.0000164566528258,18.87436946767316,15.411442540175301,1996.8381855515615
lot_001,wafer_02,S04,-0.45,5.5109105961630896e-17,0.45,321.7689504128782,-281.6371090142575,627.5240077748517,0.8512038441095203,18.264638103705867,16.548485839015523,2008.539349817282
lot_001,wafer_02,S05,-0.2250000000000002,-0.3897114317029973,0.45,304.99349139527277,-316.14369426453163,638.0850503903845,1.0886119659518008,18.267728132313415,14.387017750315067,2008.5708091415868
lot_001,wafer_02,S06,0.22500000000000006,-0.3897114317029974,0.45,300.5456547029049,-301.03858033235696,617.9819787727138,0.9508644112496574,20.23799751887985,16.912939564891104,1916.5836006697327
lot_001,wafer_02,S07,0.692820323027551,0.39999999999999997,0.8,297.5367572490993,-296.16427081772656,625.7718827988984,0.9274766566423485,17.259514019333412,15.426394128828342,2056.138881960336
lot_001,wafer_02,S08,4.898587196589413e-17,0.8,0.8,284.04784138887214,-289.01618865753886,613.5937581491036,0.9880417525633748,18.35747832330184,14.565206975937361,2042.251449327716
lot_001,wafer_02,S09,-0.6928203230275508,0.4000000000000003,0.8,306.0596145166721,-279.9839593037366,642.959531835065,1.0856219023912674,22.720537860821757,15.570691106359789,2026.9096157459044
lot_001,wafer_02,S10,-0.6928203230275511,-0.3999999999999998,0.8,296.91566208323906,-297.30792351506426,606.4002354456446,1.1929688672459964,18.16184634794081,16.017055445142958,1993.8038406310823
lot_001,wafer_02,S11,-1.4695761589768238e-16,-0.8,0.8,312.1809697720601,-290.1909625171949,655.5026000741126,1.1425010647720357,17.547617201180945,14.912960875232338,1961.9097662406684
lot_001,wafer_02,S12,0.6928203230275511,-0.39999999999999974,0.8,294.60988963939076,-282.2832242939221,632.4319093125051,0.8637085664271444,18.41860090835298,15.042616720739138,1960.4617951451135
lot_001,wafer_03,S00,0.0,0.0,0.05,288.3792052249081,-302.77022296336906,614.2827640603491,1.3777600766737559,21.725349657055386,13.749281548755885,2011.300524704656
lot_001,wafer_03,S01,0.45,0.0,0.45,295.7663863419566,-300.957383915617,623.6138501636,1.1207383678102016,19.470756765140937,16.383006992554666,1962.887007650372
lot_001,wafer_03,S02,0.22500000000000006,0.3897114317029974,0.45,300.06592624856756,-270.98419324340335,624.3500549811929,1.2794768287882037,20.142771477950205,15.755010223928736,1998.1545461822375
lot_001,wafer_03,S03,-0.2249999999999999,0.38971143170299744,0.45,298.22776115589227,-306.10661692594437,628.3908764996722,0.8339502481087753,21.03831296864895,16.410873105779682,2011.9122707352099
