lot,wafer,site,x,y,radius,vtn_mV,vtp_mV,idsat_uA,ioff_nA,rc_ohm,rs_ohm,rosc_MHz
lot_001,wafer_01,S00,0.0,0.0,0.05,310.9961800069771,-314.6341041476511,612.431293651473,1.169067368314861,21.996766253151883,13.505257159404117,2014.7220425338364
lot_001,wafer_01,S01,0.45,0.0,0.45,298.11459993907135,-293.37233241207775,649.9799897089387,0.7055844729683163,18.710661639818845,14.643834802878775,1932.9452844392572
lot_001,wafer_01,S02,0.22500000000000006,0.3897114317029974,0.45,282.03357295813515,-300.2145169777485,632.3836203263326,1.0328779448423138,19.288919486679234,15.045050302316817,2016.8457611379147
lot_001,wafer_01,S03,-0.2249999999999999,0.38971143170299744,0.45,304.4825751109069,-312.82805961099774,590.2174079056081,1.1709157133312873,17.32346775667823,16.19480293932492,2021.578535120275
lot_001,wafer_01,S04,-0.45,5.5109105961630896e-17,0.45,292.85723591803094,-296.9178981917852,632.9466344753221,0.9315655230255601,18.769796987136203,15.862645160461982,2018.8973331819225
lot_001,wafer_01,S05,-0.2250000000000002,-0.3897114317029973,0.45,311.32064599100664,-308.7478440865254,626.4684904229248,0.9978436850382603,21.51914275646462,14.609333430961804,1965.973653251153
lot_001,wafer_01,S06,0.22500000000000006,-0.3897114317029974,0.45,303.3169656795681,-315.6178072372337,600.3707142414443,0.9647159682817271,21.811969109451265,13.127665267509977,1984.4393485778528
lot_001,wafer_01,S07,0.692820323027551,0.39999999999999997,0.8,295.42906532217904,-318.79824424057114,627.292258594743,0.8805369166146297,19.517366981536803,15.228191813975398,1959.2750279039078
lot_001,wafer_01,S08,4.898587196589413e-17,0.8,0.8,287.26256706385516,-283.9521922272583,618.6441895736244,1.206587139724538,22.21030073213441,15.46321858823767,1968.5169645758424
lot_001,wafer_01,S09,-0.6928203230275508,0.4000000000000003,0.8,319.0568380683191,-300.63287009808465,608.7598509222757,1.0771125292053652,21.374526536215683,15.694849762883313,1987.4194141983016
lot_001,wafer_01,S10,-0.6928203230275511,-0.3999999999999998,0.8,309.611539703795,-305.6768657649922,627.8041143350819,0.9522165886540374,18.553496640901816,15.909538399048143,2016.0289173243618
lot_001,wafer_01,S11,-1.4695761589768238e-16,-0.8,0.8,294.6020906792107,-303.88053322128474,622.542085238933,1.1934733741395107,22.243480353704882,14.410305280278223,2022.6279685061452
lot_001,wafer_01,S12,0.6928203230275511,-0.39999999999999974,0.8,311.1817697660243,-308.9124250621567,618.939526678021,0.7218459912801163,19.890351676001213,15.935465590258634,2011.364845219596
lot_001,wafer_02,S00,0.0,0.0,0.05,305.5300796557113,-325.19231003820016,601.0223247121528,0.7891513875928676,19.60863375439848,14.850086443314659,2007.88387878378
lot_001,wafer_02,S01,0.45,0.0,0.45,297.8682000241734,-298.40100567917716,609.9645315577111,1.093161092960966,19.42325609400125,12.842461192108287,2024.8079666459569
lot_001,wafer_02,S02,0.22500000000000006,0.3897114317029974,0.45,294.83002452720194,-288.86824966024426,615.5886094274441,0.91485754775399,19.09182904177352,12.637205099356445,2016.9749440758799
lot_001,wafer_02,S03,-0.2249999999999999,0.38971143170299744,0.45,321.2617249681041,-305.0897603287325,621.7245935954705,0.9188500782368407,17.922393068051637,13.35987280389484,2024.1630825995005
lot_001,wafer_02,S04,-0.45,5.5109105961630896e-17,0.45,306.2946240957709,-306.5298485413655,634.5721912844338,0.8647879440024275,18.67639656184852,14.042350720033157,2039.8250751600542
lot_001,wafer_02,S05,-0.2250000000000002,-0.3897114317029973,0.45,304.0841461946254,-304.4401170651887,638.6132426708575,1.1164270101871638,19.269549680721614,12.396823996504324,1960.9053944143773
lot_001,wafer_02,S06,0.22500000000000006,-0.3897114317029974,0.45,288.1655760647661,-296.04019164701265,621.2728338357467,1.1152882846144743,18.46891246773815,13.927718909535356,2077.915214747093
lot_001,wafer_02,S07,0.692820323027551,0.39999999999999997,0.8,307.14215965885273,-278.6955387168745,624.089114384288,0.9931878283656904,19.521548632532912,15.716231086270394,2080.6687455787287
lot_001,wafer_02,S08,4.898587196589413e-17,0.8,0.8,298.7647490267709,-299.79867313967395,623.6044923321122,0.7336802249420118,19.283115382788335,14.487060463049104,2009.67915258711
lot_001,wafer_02,S09,-0.6928203230275508,0.4000000000000003,0.8,307.2220293936844,-286.3606562984423,619.8772896552531,1.1269851863105946,20.20465213850381,14.065392587160241,1937.314514107233
lot_001,wafer_02,S10,-0.6928203230275511,-0.3999999999999998,0.8,304.4465110983219,-302.4186326276363,617.4970068950171,1.0678402904312008,19.37252045082191,15.602006035593128,2015.057661579084
lot_001,wafer_02,S11,-1.4695761589768238e-16,-0.8,0.8,308.9999747734905,-296.3824576701199,591.079632019311,0.8725014201539005,21.565409643199963,15.352999156930846,2033.2442699270161
lot_001,wafer_02,S12,0.6928203230275511,-0.39999999999999974,0.8,320.67323075750517,-288.42867441860363,619.7909513535029,1.1399418527551095,18.667573466717016,17.121809733082284,2006.4755093881533
lot_001,wafer_03,S00,0.0,0.0,0.05,291.8786897317713,-322.72398800614974,631.0418577213281,1.025023832861094,20.122769087034676,14.641314625139591,2007.2564106331793
lot_001,wafer_03,S01,0.45,0.0,0.45,295.4156181337253,-281.59024303310525,627.6247240605564,0.6326085479955572,20.37916366348967,15.085277832221113,1925.7179867257016
lot_001,wafer_03,S02,0.22500000000000006,0.3897114317029974,0.45,299.40565351988744,-307.2296609275191,616.798619880379,0.9612120793009652,20.1129072049587,15.849626640464983,1972.1041641567854
lot_001,wafer_03,S03,-0.2249999999999999,0.38971143170299744,0.45,280.87062141901134,-324.6239329120321,637.5196692803718,1.1001986506283725,22.263814768632695,15.26748804657703,2004.0266989017573
lot_001,wafer_03,S04,-0.45,5.5109105961630896e-17,0.45,301.496445918848,-282.88511554886094,663.1500630650775,1.047185998407664,19.807995428370898,14.157671196537986,1937.995668001466
lot_001,wafer_03,S05,-0.2250000000000002,-0.3897114317029973,0.45,316.42218776782266,-301.5392775737317,654.6395949782549,1.2896366061959172,22.316954144900688,15.847142579580069,2011.0759890690415
lot_001,wafer_03,S06,0.22500000000000006,-0.3897114317029974,0.45,298.03869774115486,-295.188428149683,625.671244006581,1.0349176642076616,20.34126910640253,15.933287996265468,1941.2007101408694
lot_001,wafer_03,S07,0.692820323027551,0.39999999999999997,0.8,299.0521993415915,-311.3445750083387,625.6847865173146,1.1074214272127167,21.202920927953347,12.967903977817771,2027.279807730119
lot_001,wafer_03,S08,4.898587196589413e-17,0.8,0.8,296.800594594435,-295.7317733095192,607.2677105627574,1.210223204023381,19.172341932838673,14.864222663867697,1930.1034771335353
lot_001,wafer_03,S09,-0.6928203230275508,0.4000000000000003,0.8,294.0336497863195,-295.122757366041,640.0157100881665,0.9130564539490621,19.668438411879368,13.560486678949536,2026.3121069723627
lot_001,wafer_03,S10,-0.6928203230275511,-0.3999999999999998,0.8,325.6888925585772,-285.77252263717503,606.20044577167,0.9047704704644473,20.529331854529076,15.044957287314631,2024.2012771924694
lot_001,wafer_03,S11,-1.4695761589768238e-16,-0.8,0.8,292.24658784798623,-297.24123468736406,604.0964517347956,1.0606969814529514,20.9226080553148,14.02435916813041,1948.1316529943892
lot_001,wafer_03,S12,0.6928203230275511,-0.39999999999999974,0.8,299.99726607507233,-300.56529019620893,625.3956791040715,1.158271864510342,18.852112271654597,16.69515724404827,2042.9664232645491
lot_001,wafer_04,S00,0.0,0.0,0.05,297.1582814800606,-307.686967153549,622.3224451601048,0.7659377493412975,19.92221255139378,15.637883209303704,2022.267452656347
lot_001,wafer_04,S01,0.45,0.0,0.45,311.54450497552534,-302.0102368367843,632.1452039300282,0.8636429202416863,22.264991079045238,15.819011476464981,1968.9108078820198
lot_001,wafer_04,S02,0.22500000000000006,0.3897114317029974,0.45,289.28799621217104,-311.16467565429974,608.5432993899143,1.0599291969026636,20.191167679937152,15.786547345649657,2041.0073240592292
lot_001,wafer_04,S03,-0.2249999999999999,0.38971143170299744,0.45,319.04025011704044,-293.3607601065506,633.1258378387575,0.7802663145468357,16.058502632146528,15.507215786284847,1965.8451754487612
lot_001,wafer_04,S04,-0.45,5.5109105961630896e-17,0.45,296.1133565525278,-293.6791107503471,638.3713869049698,0.6783336974503308,22.61560552067819,15.036132805530869,1987.1417032066754
lot_001,wafer_04,S05,-0.2250000000000002,-0.3897114317029973,0.45,310.8777885681936,-288.2998328547626,621.1744136260183,1.097645055953222,18.624451511881315,14.890901075646724,1999.6985613615263
lot_001,wafer_04,S06,0.22500000000000006,-0.3897114317029974,0.45,309.1954112878423,-302.3713109224623,612.4704756588352,0.5320090178511397,22.21327304726966,13.535263764302426,1986.8334604400359
lot_001,wafer_04,S07,0.692820323027551,0.39999999999999997,0.8,305.34406605230566,-298.79653536291045,654.5447459554807,1.2819484012580054,16.00374846962105,15.00065584635856,1994.0295898493423
lot_001,wafer_04,S08,4.898587196589413e-17,0.8,0.8,285.1818569232359,-306.31042830327306,609.6138471670097,1.0746999496200886,21.493923238237404,15.506021803802284,2019.575152684582
