lot,wafer,step,tool_id,cd_nm,overlay_nm,film_A,defect_count,defect_density
lot_001,wafer_01,gate_etch,ETCH-G01,46.24521744275561,1.5598459320966955,524.6692436513531,5,0.05910842138704384
lot_001,wafer_01,contact_etch,ETCH-C01,44.62999698243366,2.261115041503496,502.9171365268912,14,0.1416121806688337
lot_001,wafer_01,m1_litho,LITHO-M1,46.77198096745737,3.2498819326087416,505.9208868194385,0,-0.021253892107131675
lot_001,wafer_01,m1_etch,ETCH-M1,46.664063584597685,1.9638064484397821,512.0541000285924,14,0.14600990650092954
lot_001,wafer_01,cmp,CMP-01,45.96928931316786,3.1906843903257167,507.54937219094944,10,0.09738590612325806
lot_001,wafer_02,gate_etch,ETCH-G01,45.803571856224934,2.260752183206648,510.0754841310576,20,0.2044248878480804
lot_001,wafer_02,contact_etch,ETCH-C01,46.61414018104715,2.328322335288255,500.93063493843493,7,0.07931142668043593
lot_001,wafer_02,m1_litho,LITHO-M1,44.807462850504585,2.027412720834141,521.5735268437213,7,0.06653624866013383
lot_001,wafer_02,m1_etch,ETCH-M1,45.63694438217696,0.8903253577143369,507.70904041102415,10,0.08953552351584806
lot_001,wafer_02,cmp,CMP-01,46.070463440783676,1.7547532650634785,514.7944107369392,14,0.13671101095469126
lot_001,wafer_03,gate_etch,ETCH-G01,46.06517967562609,2.1839384992006914,504.8712017628963,5,0.05854893800779041
lot_001,wafer_03,contact_etch,ETCH-C01,45.876357151892734,2.1048696818975676,517.0128152368002,8,0.07370912398266158
lot_001,wafer_03,m1_litho,LITHO-M1,44.54150103031283,2.288683176295329,513.0698682182128,10,0.09484677289848084
lot_001,wafer_03,m1_etch,ETCH-M1,47.44104689662087,1.8522294268756962,511.091060877868,8,0.06990282933675745
lot_001,wafer_03,cmp,CMP-01,46.638234452218676,2.4442016711424195,510.88285540492564,17,0.16562955048663536
lot_001,wafer_04,gate_etch,ETCH-G01,45.48180562811028,2.0103523133966785,512.9821741497404,3,0.03064395787413117
lot_001,wafer_04,contact_etch,ETCH-C01,45.79073249211071,1.6392126807076195,511.33152052315114,9,0.09598651895797516
lot_001,wafer_04,m1_litho,LITHO-M1,44.654716960745475,3.0193746963884314,519.649850045886,14,0.14667963933912442
lot_001,wafer_04,m1_etch,ETCH-M1,46.96568620252953,1.4404064543377921,515.8971691521123,12,0.11688150037091372
lot_001,wafer_04,cmp,CMP-01,46.71022282023864,2.278879736938431,500.4068557973118,12,0.12140347384921633
lot_001,wafer_05,gate_etch,ETCH-G01,44.476537489949244,2.624338272245914,514.9975349309337,11,0.11075161509221976
lot_001,wafer_05,contact_etch,ETCH-C01,45.89067009135513,1.6875343271131897,518.4529261794919,10,0.09227514417554776
lot_001,wafer_05,m1_litho,LITHO-M1,47.022143359987666,2.4853754953589773,514.35418622848,5,0.051230670322971884
lot_001,wafer_05,m1_etch,ETCH-M1,46.8938305299525,1.3606399964844202,508.46287926163063,13,0.1338972466415878
lot_001,wafer_05,cmp,CMP-01,46.64731762600604,1.8444197104933657,513.3219061690761,9,0.09367093658953915
lot_001,wafer_06,gate_etch,ETCH-G01,47.41925297484737,1.3164474993287274,518.2482012290067,12,0.12630571383678013
lot_001,wafer_06,contact_etch,ETCH-C01,44.211928858686164,2.198116677006553,522.2852530237807,6,0.06647531219131249
lot_001,wafer_06,m1_litho,LITHO-M1,45.94799419070507,1.8754360320903765,512.7350653394234,8,0.08896119497366309
lot_001,wafer_06,m1_etch,ETCH-M1,44.405800518052686,2.05790081513777,514.9516209969499,12,0.11999097127555883
lot_001,wafer_06,cmp,CMP-01,46.58146262072491,2.3065741463646336,497.99411995188916,1,0.014408264302999713
lot_001,wafer_07,gate_etch,ETCH-G01,45.941926130085214,1.8609932308027408,504.4797408969973,10,0.09715185815367773
lot_001,wafer_07,contact_etch,ETCH-C01,44.39464594168432,1.965742001243729,518.3193834362008,18,0.17010422443790682
lot_001,wafer_07,m1_litho,LITHO-M1,46.09355354700236,1.606312683400155,509.4639313132258,8,0.08182394976035698
lot_001,wafer_07,m1_etch,ETCH-M1,45.93332974135421,0.9530087788966735,508.4381152729916,8,0.07403943752969155
lot_001,wafer_07,cmp,CMP-01,45.303702128803984,2.062176448320366,509.260397488454,8,0.08063879158487676
lot_001,wafer_08,gate_etch,ETCH-G01,47.26237106202898,1.4334624911866731,504.1480591708015,4,0.02774513263652889
lot_001,wafer_08,contact_etch,ETCH-C01,44.047913026425206,1.9351472210772709,533.6549770772646,12,0.12048704223375009
