lot,wafer,step,tool_id,cd_nm,overlay_nm,film_A,defect_count,defect_density
lot_001,wafer_01,gate_etch,ETCH-G01,46.92867312047525,2.194632683632542,511.8023204127495,12,0.11157949920040484
lot_001,wafer_01,contact_etch,ETCH-C01,44.48094187894741,3.074108515277648,508.08310631787435,9,0.0895682267681753
lot_001,wafer_01,m1_litho,LITHO-M1,45.25102372592553,1.8450835953595501,515.4921320802094,12,0.1149807782222115
lot_001,wafer_01,m1_etch,ETCH-M1,45.82581493218154,2.539243204187311,503.711177736776,12,0.11660365094474771
lot_001,wafer_01,cmp,CMP-01,46.788646100594846,2.7429084060344007,494.7474374695826,9,0.09469605737953314
lot_001,wafer_02,gate_etch,ETCH-G01,47.44820923099188,0.8870199292363548,504.62191564509465,3,0.041381114333547735
lot_001,wafer_02,contact_etch,ETCH-C01,46.54088439809787,0.9110631969239742,519.4848214300438,11,0.11075969933683
lot_001,wafer_02,m1_litho,LITHO-M1,49.326905344573376,2.8666921456756675,520.4232632028908,12,0.1234251938772101
lot_001,wafer_02,m1_etch,ETCH-M1,44.90280886037109,2.5920981386216684,519.6765444448321,21,0.21438142039215316
lot_001,wafer_02,cmp,CMP-01,46.6772767657155,1.3750771972456721,502.2379865109788,13,0.12876974125130264
lot_001,wafer_03,gate_etch,ETCH-G01,46.57097625628567,1.5237971280261937,501.3641861530639,12,0.11072816919750673
lot_001,wafer_03,contact_etch,ETCH-C01,47.014247144967115,1.0242234463366926,515.4707197404532,6,0.06121159449947442
lot_001,wafer_03,m1_litho,LITHO-M1,47.407700126611246,0.8032312035734257,516.8659547506127,10,0.09764657864316367
lot_001,wafer_03,m1_etch,ETCH-M1,45.155151104202936,2.988531408315933,519.471268768314,7,0.07153485076699698
lot_001,wafer_03,cmp,CMP-01,45.49237457657713,1.440178094674338,498.22075165048744,14,0.136390465515659
lot_001,wafer_04,gate_etch,ETCH-G01,46.16588754221465,1.6156965328240693,524.8557902393433,10,0.09633014931295439
lot_001,wafer_04,contact_etch,ETCH-C01,46.38253709961042,2.7474210693993895,500.32865914044555,7,0.06890527999420709
lot_001,wafer_04,m1_litho,LITHO-M1,45.49135640384465,0.6680265642721803,529.7688272689433,0,0.0016671907423731203
lot_001,wafer_04,m1_etch,ETCH-M1,47.16370201127171,2.047164163788456,498.0876661705471,9,0.09618878619950162
lot_001,wafer_04,cmp,CMP-01,45.495161709906164,1.8248812474184923,516.9350894735362,6,0.06703458287002298
lot_001,wafer_05,gate_etch,ETCH-G01,45.18559521782244,1.7915384018419502,505.6290118437245,1,0.011410155071329073
lot_001,wafer_05,contact_etch,ETCH-C01,46.23430437766467,2.616834945966229,497.25459651984414,11,0.11560822996649917
lot_001,wafer_05,m1_litho,LITHO-M1,44.73436568609734,1.1858586846419958,512.7324629136785,11,0.11211661455174762
lot_001,wafer_05,m1_etch,ETCH-M1,44.687513808789454,2.2754281016497973,512.4683480760536,16,0.16425936137858776
lot_001,wafer_05,cmp,CMP-01,47.085700469982314,1.8413923300019495,513.2024411628136,9,0.09224086457383605
lot_001,wafer_06,gate_etch,ETCH-G01,46.651430252212485,1.9814391048638353,513.7506066368352,11,0.10863811871789954
lot_001,wafer_06,contact_etch,ETCH-C01,45.14244052291499,2.1844881534445517,533.7010651481235,6,0.05708977991770819
lot_001,wafer_06,m1_litho,LITHO-M1,45.17105458308173,2.618432397486173,516.7363051789004,15,0.13998097299477763
lot_001,wafer_06,m1_etch,ETCH-M1,47.226826491148614,1.5586295642055656,514.4089424352312,7,0.06837780547497535
lot_001,wafer_06,cmp,CMP-01,45.62341608895285,1.9962014634269598,506.408066904911,11,0.11733743117306228
lot_001,wafer_07,gate_etch,ETCH-G01,44.68216876685774,1.2175732379264141,501.6338563844973,5,0.051286156427233595
lot_001,wafer_07,contact_etch,ETCH-C01,45.18680301475685,1.1789580539107898,500.37502457810194,10,0.09782504992573038
lot_001,wafer_07,m1_litho,LITHO-M1,46.64272791187987,0.7991528760656192,506.90495753553506,16,0.1583784489710227
lot_001,wafer_07,m1_etch,ETCH-M1,46.842976352529696,0.8100778024459532,520.7951925786092,19,0.18634763281834216
lot_001,wafer_07,cmp,CMP-01,48.0449628320301,3.0862626165246034,512.2233672304675,18,0.17649240259348362
lot_001,wafer_08,gate_etch,ETCH-G01,47.80660742155497,1.7648586744450037,501.34872849060474,12,0.11514150501682507
lot_001,wafer_08,contact_etch,ETCH-C01,45.19147488172244,1.8107265772959742,503.61271971678246,8,0.07250887445599491
lot_001,wafer_08,m1_litho,LITHO-M1,46.52215469816631,1.1883132161521588,523.0931102200697,7,0.07787192176629246
lot_001,wafer_08,m1_etch,ETCH-M1,44.6507966521259,2.493617428047171,519.2789872127605,5,0.05528360015037537
lot_001,wafer_08,cmp,CMP-01,46.55577384203916,1.957724593832489,508.08664915589776,13,0.12655996402717776
lot_001,wafer_09,gate_etch,ETCH-G01,46.1257453353228,1.8705349977900354,509.392611925162,12,0.11721146902488594
lot_001,wafer_09,contact_etch,ETCH-C01,47.28144150120393,1.480878211650779,497.1901715831444,8,0.07279242136546256
lot_001,wafer_09,m1_litho,LITHO-M1,45.92192262775162,1.7521928983381119,521.7462891629127,4,0.0435998698214589
lot_001,wafer_09,m1_etch,ETCH-M1,47.380229319739215,1.7493368225005272,506.516728201735,16,0.15758296311035483
lot_001,wafer_09,cmp,CMP-01,45.867414687127535,1.5966934535704587,515.0290367874439,7,0.07828774036185517
lot_001,wafer_10,gate_etch,ETCH-G01,44.847319514858874,1.8734971644938072,509.9403894495103,10,0.10682176448073995
lot_001,wafer_10,contact_etch,ETCH-C01,48.20228650374709,1.974164598593499,498.8235943961521,15,0.14757174393205463
lot_001,wafer_10,m1_litho,LITHO-M1,45.48147616715324,3.5248571726016613,527.9289922754263,2,0.024306396309786885
lot_001,wafer_10,m1_etch,ETCH-M1,45.159882731598096,2.3363634806274396,503.957023013331,9,0.10270870338880779
lot_001,wafer_10,cmp,CMP-01,44.522533483689685,0.5631089019613056,506.0162730846506,1,0.010556990722706439
lot_001,wafer_11,gate_etch,ETCH-G01,46.83217928754748,1.2903953432952233,497.8477796374266,5,0.05187708232229504
lot_001,wafer_11,contact_etch,ETCH-C01,46.56958752107364,2.5134297271141173,509.39902888451525,10,0.10543857511181215
lot_001,wafer_11,m1_litho,LITHO-M1,45.21774735393427,0.7356962791499011,520.8559332700086,16,0.1715070635931027
lot_001,wafer_11,m1_etch,ETCH-M1,45.44225306138043,1.191915482419184,510.9914549198803,11,0.11317206977632871
lot_001,wafer_11,cmp,CMP-01,46.21821400979918,2.194247123400028,511.65691876130865,10,0.09615021102312082
lot_001,wafer_12,gate_etch,ETCH-G01,45.51782769513844,0.7096650969938227,521.6033777949173,6,0.05378825189645795
lot_001,wafer_12,contact_etch,ETCH-C01,44.50397505655205,3.264316531819362,504.0022323947141,13,0.13251249264445275
lot_001,wafer_12,m1_litho,LITHO-M1,46.365656071184254,2.547430345932259,526.9422675058722,6,0.05547614237534226
lot_001,wafer_12,m1_etch,ETCH-M1,46.522253937465834,2.928239694414165,497.98994596061453,6,0.05656288531264756
lot_001,wafer_12,cmp,CMP-01,44.33724736620044,1.5783622277145868,500.22984756746393,7,0.06694174176356714
lot_001,wafer_13,gate_etch,ETCH-G01,46.648864026177876,1.3837296092623612,510.3802036825633,10,0.10962974892633075
lot_001,wafer_13,contact_etch,ETCH-C01,46.989122062718096,1.8797292326143131,498.5345125548323,15,0.14997424209895788
lot_001,wafer_13,m1_litho,LITHO-M1,47.16274288600141,1.7391277859170944,496.3911058344876,5,0.04853260385343765
lot_001,wafer_13,m1_etch,ETCH-M1,45.26264202303203,2.453994808098651,498.5528130947474,5,0.051392162241167286
lot_001,wafer_13,cmp,CMP-01,45.33536148028853,1.1365273216507799,506.38548364840045,13,0.1340045944745142
lot_001,wafer_14,gate_etch,ETCH-G01,45.70972767764888,2.7868834382721994,516.4263171471728,15,0.151032928391504
lot_001,wafer_14,contact_etch,ETCH-C01,46.352932650613226,2.7028563228998066,519.3228513151143,9,0.08591621033461318
lot_001,wafer_14,m1_litho,LITHO-M1,45.68620583626688,2.134707963454881,508.48225816466714,9,0.0796205369555803
lot_001,wafer_14,m1_etch,ETCH-M1,45.853727897008525,2.491213848506017,517.3117392124727,8,0.08163808704564646
lot_001,wafer_14,cmp,CMP-01,46.643416351892895,1.9453650335596284,503.56636704809165,12,0.1181577546112803
lot_001,wafer_15,gate_etch,ETCH-G01,45.25709517212083,2.4165437782861887,516.813706609969,9,0.07954570552116413
lot_001,wafer_15,contact_etch,ETCH-C01,44.82977468631359,2.3666605611985303,513.9428911845827,22,0.21694048662149767
lot_001,wafer_15,m1_litho,LITHO-M1,44.91227315048745,1.7739352315810064,495.64911575423685,7,0.06764614022895216
lot_001,wafer_15,m1_etch,ETCH-M1,45.18834225662617,2.0605038803672717,504.8093202477352,6,0.06001370580843377
lot_001,wafer_15,cmp,CMP-01,47.51676338593682,2.0376755888997238,513.6777952508952,14,0.14561889041025505
lot_001,wafer_16,gate_etch,ETCH-G01,45.734105990762906,1.4038383330541588,524.5058918887513,19,0.1802747907988027
lot_001,wafer_16,contact_etch,ETCH-C01,45.08069265189787,1.5307578658186192,517.042862841932,16,0.1543841748301029
lot_001,wafer_16,m1_litho,LITHO-M1,46.24877584053827,1.4622352830037966,506.95133871170253,12,0.11814306491359752
lot_001,wafer_16,m1_etch,ETCH-M1,46.894067152615996,1.5469446652010692,512.1012201661875,18,0.16983862307525338
lot_001,wafer_16,cmp,CMP-01,44.23531958610625,2.905542105202253,510.12423551662107,8,0.07911846977097078
lot_001,wafer_17,gate_etch,ETCH-G01,45.72534180138732,1.632455560197448,511.29840920183824,3,0.049825222607103745
lot_001,wafer_17,contact_etch,ETCH-C01,45.20777674595456,2.1987559830774215,517.6083678080253,11,0.11603122945499778
lot_001,wafer_17,m1_litho,LITHO-M1,45.572863855578575,2.088234451050482,501.4693965687612,10,0.10211307168075194
lot_001,wafer_17,m1_etch,ETCH-M1,45.670029854585025,2.2534191812624305,514.888865318538,7,0.06921659909886636
lot_001,wafer_17,cmp,CMP-01,46.745565470050884,3.1255670808675236,518.6023070698878,16,0.15757403455911373
lot_001,wafer_18,gate_etch,ETCH-G01,46.48359264275573,3.330396976156875,504.45424151914153,14,0.12460163209215643
lot_001,wafer_18,contact_etch,ETCH-C01,47.691233941499334,2.719073092942251,506.4474290249828,9,0.08470673110353182
lot_001,wafer_18,m1_litho,LITHO-M1,45.96180620729688,3.427813687512897,525.7501821220958,13,0.12319483517805156
lot_001,wafer_18,m1_etch,ETCH-M1,46.75801223698757,2.859212565278172,525.4775458881318,8,0.08492494816131248
lot_001,wafer_18,cmp,CMP-01,47.03769492517627,2.7907644464889128,512.8009893344127,12,0.12086576240944907
lot_001,wafer_19,gate_etch,ETCH-G01,47.760974361104246,0.9523931220615336,513.4980494206911,11,0.11259711707693991
lot_001,wafer_19,contact_etch,ETCH-C01,45.49082097040723,2.2174531902474834,518.7941189170668,14,0.13545404324483562
lot_001,wafer_19,m1_litho,LITHO-M1,47.28663524055892,2.6318040734838846,509.1021378983634,4,0.032787078587125526
lot_001,wafer_19,m1_etch,ETCH-M1,46.88751868674027,2.443586483642882,498.658606816793,15,0.13840968171397483
lot_001,wafer_19,cmp,CMP-01,47.47921059023127,1.8444128224939569,503.66029545974345,6,0.07153526844936232
lot_001,wafer_20,gate_etch,ETCH-G01,46.99908605350165,2.4936646974065675,518.995709773801,9,0.08025825032733834
lot_001,wafer_20,contact_etch,ETCH-C01,47.326916462729464,0.039695850960448364,493.81731792461267,9,0.10020539723884463
lot_001,wafer_20,m1_litho,LITHO-M1,45.23627680786943,2.644307848799837,520.3080142259822,8,0.08061785923050775
lot_001,wafer_20,m1_etch,ETCH-M1,46.34835734816291,3.3246097858545065,500.501480917726,8,0.08927062259902335
lot_001,wafer_20,cmp,CMP-01,45.899003761772406,2.1338505421296587,512.6177106589087,7,0.0794353839536375
lot_002,wafer_01,gate_etch,ETCH-G01,45.6199170723882,2.3167332804863534,497.09656876419695,13,0.13016110138798023
