lot,wafer,step,tool_id,cd_nm,overlay_nm,film_A,defect_count,defect_density
lot_001,wafer_01,gate_etch,ETCH-G01,46.77406631107511,1.7987035800869235,514.8651067089752,17,0.16670537736762814
lot_001,wafer_01,contact_etch,ETCH-C01,46.73594458163832,2.4470371025285393,505.2641738607316,13,0.13759665253526893
lot_001,wafer_01,m1_litho,LITHO-M1,45.65462451472059,1.715759003392827,498.51755409440113,10,0.09569678340694332
lot_001,wafer_01,m1_etch,ETCH-M1,45.64626756886988,1.215057828831431,511.2897809956498,13,0.13330304834353854
lot_001,wafer_01,cmp,CMP-01,45.9972276548783,1.0840055320350528,515.9079227911524,13,0.11894351238456422
lot_001,wafer_02,gate_etch,ETCH-G01,45.31167654619258,2.2836787053997853,501.8651421805839,12,0.11911995206305664
lot_001,wafer_02,contact_etch,ETCH-C01,47.30268898075851,2.6628293944532104,510.31318581567285,11,0.10422294919700217
lot_001,wafer_02,m1_litho,LITHO-M1,46.48230712874944,1.8217525237158623,520.5460532744913,7,0.0801704724318506
lot_001,wafer_02,m1_etch,ETCH-M1,46.256214613415416,1.9295454384507682,518.4928681985384,12,0.12324386103184962
lot_001,wafer_02,cmp,CMP-01,46.11157784884645,2.0823655191495822,506.8576801168755,5,0.0525197586115563
lot_001,wafer_03,gate_etch,ETCH-G01,45.16174836949512,1.7884373727962533,512.7564295977724,16,0.15872456461511036
lot_001,wafer_03,contact_etch,ETCH-C01,47.111301600789666,2.0006752324120534,498.33585347342137,2,0.024982053800543885
lot_001,wafer_03,m1_litho,LITHO-M1,47.12993664342027,2.1752413805681248,526.306756788821,11,0.1075352700639458
lot_001,wafer_03,m1_etch,ETCH-M1,46.27367255208326,1.413283086844518,517.6856626653973,6,0.07136259891810962
lot_001,wafer_03,cmp,CMP-01,45.22851757350933,1.7539004652066956,514.0543301464827,14,0.13384474539076377
lot_001,wafer_04,gate_etch,ETCH-G01,45.358442637200284,1.5604554203271155,508.1112641785701,19,0.19535475731034158
lot_001,wafer_04,contact_etch,ETCH-C01,46.69157101895179,1.0393539536611625,506.28036564620317,14,0.1340531554089953
lot_001,wafer_04,m1_litho,LITHO-M1,44.25626558712309,3.409985135675303,515.4011524863181,7,0.06878267568738129
lot_001,wafer_04,m1_etch,ETCH-M1,45.3058717319741,1.0159457349796206,513.5159477365808,14,0.133647948867355
lot_001,wafer_04,cmp,CMP-01,44.19209739827894,1.352415560909345,510.39233682563764,15,0.14279094898016237
lot_001,wafer_05,gate_etch,ETCH-G01,44.729300176429966,0.8852714816874463,519.6318907732064,14,0.13586425568427124
lot_001,wafer_05,contact_etch,ETCH-C01,46.72925188311687,1.470309346358468,503.601131407311,10,0.09412276598020834
lot_001,wafer_05,m1_litho,LITHO-M1,46.60967794694749,1.8996512004329593,516.4500671806813,15,0.14645358902493058
lot_001,wafer_05,m1_etch,ETCH-M1,45.44262222875159,3.0879673642747782,502.45937588204424,12,0.10646904907268977
lot_001,wafer_05,cmp,CMP-01,48.54728551331912,3.037794149003445,508.333108547389,3,0.028894647337084592
lot_001,wafer_06,gate_etch,ETCH-G01,46.065158917275156,1.6079200882484432,512.0761588913665,7,0.06587446145259185
lot_001,wafer_06,contact_etch,ETCH-C01,46.547942967120036,2.966670622937675,521.9816700136605,10,0.10931874301998301
