lot,wafer,step,tool_id,cd_nm,overlay_nm,film_A,defect_count,defect_density
lot_001,wafer_01,gate_etch,ETCH-G01,47.01034972194428,2.478478996399963,517.8133714957654,5,0.04473073709609449
lot_001,wafer_01,contact_etch,ETCH-C01,46.64107402838912,1.1303625146013694,506.59917158513656,9,0.08506625969203362
lot_001,wafer_01,m1_litho,LITHO-M1,47.56593731674299,1.936209501371434,506.98508185593647,5,0.05969694351269568
lot_001,wafer_01,m1_etch,ETCH-M1,45.28029190716843,1.6323155213180987,516.2071691285684,9,0.09157393422326557
lot_001,wafer_01,cmp,CMP-01,46.52232133736365,2.149228364976994,504.88842353083766,9,0.08143982871725357
lot_001,wafer_02,gate_etch,ETCH-G01,45.01660200856866,2.8162540096743274,520.7714402367334,11,0.10939637305547954
lot_001,wafer_02,contact_etch,ETCH-C01,45.039544753570915,1.7335372695915419,513.2991785452826,5,0.05107905907478363
lot_001,wafer_02,m1_litho,LITHO-M1,45.157635537991176,3.3040843964831286,517.6498930390346,10,0.0938794482408568
lot_001,wafer_02,m1_etch,ETCH-M1,45.61463837314785,2.435658235699879,500.8224741301213,15,0.14937408861085633
lot_001,wafer_02,cmp,CMP-01,45.80240899609859,2.644654819684092,513.0982489655305,14,0.1300803285533817
lot_001,wafer_03,gate_etch,ETCH-G01,46.420695197496286,2.2387635564423976,518.3444130560869,13,0.1324461806236642
lot_001,wafer_03,contact_etch,ETCH-C01,45.89756197149732,1.0297924254904367,507.0435963158822,8,0.0819023830711725
lot_001,wafer_03,m1_litho,LITHO-M1,46.36188324292,2.898326531360373,499.98857800685226,14,0.14356711145495465
lot_001,wafer_03,m1_etch,ETCH-M1,47.01383936214318,1.320293270504508,501.60539566137305,12,0.10765213094189398
lot_001,wafer_03,cmp,CMP-01,45.57467960671462,1.4305357486308763,519.2818644347803,8,0.08318235649241666
lot_001,wafer_04,gate_etch,ETCH-G01,44.13107378312239,1.8228487258997796,502.0716480669828,9,0.08843481994559799
lot_001,wafer_04,contact_etch,ETCH-C01,46.63822352399824,1.164423751079266,514.8662390725445,5,0.06549198563290337
lot_001,wafer_04,m1_litho,LITHO-M1,46.441938999520964,1.3348069044895272,513.8527334319799,10,0.09725683412545945
lot_001,wafer_04,m1_etch,ETCH-M1,47.3557134920252,1.2569500229398674,517.9216995017872,10,0.09395497326178989
lot_001,wafer_04,cmp,CMP-01,47.147222140319116,2.2617893427789637,513.4927013566138,10,0.0963737692749331
lot_001,wafer_05,gate_etch,ETCH-G01,46.73933576393649,2.017185144116921,505.90814683726717,11,0.10877562230109193
lot_001,wafer_05,contact_etch,ETCH-C01,47.675433028401656,0.9370459191297948,501.6677289350597,11,0.11014929575785562
lot_001,wafer_05,m1_litho,LITHO-M1,46.4282226416546,1.6068813844424765,508.60132272861995,16,0.155082045961111
lot_001,wafer_05,m1_etch,ETCH-M1,47.66033068317178,1.9504373824124954,513.9164564978987,5,0.05816102593957356
lot_001,wafer_05,cmp,CMP-01,44.58220481424235,1.2745833843628094,505.48259267683983,12,0.12529633703594178
lot_001,wafer_06,gate_etch,ETCH-G01,47.655656380127745,3.1375004534427844,510.8835754904077,0,0.008360160630672825
lot_001,wafer_06,contact_etch,ETCH-C01,44.70276504639801,2.6687335485259815,520.5406840081228,13,0.12927809504373133
lot_001,wafer_06,m1_litho,LITHO-M1,43.753906401072086,2.331532033904973,507.79319624108615,8,0.07950378984013574
lot_001,wafer_06,m1_etch,ETCH-M1,45.86332607667878,2.08746794822682,515.1619024129461,13,0.13340119582966076
lot_001,wafer_06,cmp,CMP-01,46.77360421353398,1.315960821831363,507.469012421749,15,0.15049100446754343
lot_001,wafer_07,gate_etch,ETCH-G01,44.676409643229434,2.4173972568022126,504.28474301914304,16,0.16389727340230936
lot_001,wafer_07,contact_etch,ETCH-C01,46.57133491266264,2.1098438810059807,514.7032483976714,13,0.12588723571459015
lot_001,wafer_07,m1_litho,LITHO-M1,46.994171082574,1.9928471560549235,512.9094630928474,4,0.04135578992393016
lot_001,wafer_07,m1_etch,ETCH-M1,45.16451553883099,2.621039735793798,514.0220069215719,10,0.09867854107823569
