lot,wafer,site,x,y,radius,vtn_mV,vtp_mV,idsat_uA,ioff_nA,rc_ohm,rs_ohm,rosc_MHz
lot_001,wafer_01,S00,0.0,0.0,0.05,301.9891438433419,-297.3180715862742,610.2047178322847,0.7661812883514589,19.577296036359847,16.172790242685622,2028.0807684427707
lot_001,wafer_01,S01,0.45,0.0,0.45,312.4860642935569,-274.4901911551129,633.2667337616264,1.157716150676395,19.592606230827172,15.446790378891428,2019.3450933741933
lot_001,wafer_01,S02,0.22500000000000006,0.3897114317029974,0.45,294.23159794755344,-290.185865621427,611.2131997480907,1.0214676759100887,19.350800387325116,15.43918846250415,2055.1695248007045
lot_001,wafer_01,S03,-0.2249999999999999,0.38971143170299744,0.45,306.8695070692959,-296.64551406042744,584.4645858811831,1.0601843442127064,18.487277055743977,17.293190220533575,1988.967322216508
lot_001,wafer_01,S04,-0.45,5.5109105961630896e-17,0.45,287.3065223758138,-306.71182847834984,626.1840089302813,0.613552651931177,19.70867176004112,15.489858721405248,2020.2790828750858
lot_001,wafer_01,S05,-0.2250000000000002,-0.3897114317029973,0.45,296.06520824169496,-308.7122517610129,638.7924465594027,1.0960423469347682,18.998643517249292,15.21543207525603,1993.2808994871752
lot_001,wafer_01,S06,0.22500000000000006,-0.3897114317029974,0.45,307.10476999356257,-308.0654415953568,594.625867782677,1.0625607969335014,20.8108631349272,14.370541412856623,1995.4549925262158
lot_001,wafer_01,S07,0.692820323027551,0.39999999999999997,0.8,283.39994135386485,-311.6867171961579,620.1705662673436,0.9451013426637547,20.7912651908089,14.485736940414293,2020.9631159427959
lot_001,wafer_01,S08,4.898587196589413e-17,0.8,0.8,286.67077381459734,-296.77174107540543,616.7505108786244,0.8614047382990851,20.52999170195897,15.13322328592061,1967.432895940932
lot_001,wafer_01,S09,-0.6928203230275508,0.4000000000000003,0.8,310.3445089185061,-276.10034538856473,605.3522244686565,0.9476411882122567,19.972817729895112,15.904566760615884,2023.5367471813233
lot_001,wafer_01,S10,-0.6928203230275511,-0.3999999999999998,0.8,304.0307073364172,-287.48003243032895,611.3655345749603,0.933512767740497,20.7779715332843,14.796537252046182,1978.933448356847
lot_001,wafer_01,S11,-1.4695761589768238e-16,-0.8,0.8,297.7589654424021,-298.45476508587905,578.1212985110643,0.7840610733380539,20.220763467630757,16.04899932928909,2011.402171607359
lot_001,wafer_01,S12,0.6928203230275511,-0.39999999999999974,0.8,308.06608343646644,-300.2877601553359,582.6333123685297,1.0190590628724707,19.508967628710785,15.570734503864708,2014.8258659534672
lot_001,wafer_02,S00,0.0,0.0,0.05,301.3099355287413,-317.6745303927839,619.8386548075414,1.015810717212646,21.115047353924464,15.875617066062153,2004.105848883118
lot_001,wafer_02,S01,0.45,0.0,0.45,297.66961142874663,-322.9259340100025,646.7220747204865,1.2013537089453472,19.50282911559259,15.870276561724715,1965.319195869566
